unit_id,related_unit_id,row_type,pdf_file,pdf_page_1based,session_date_found,ref_code_found,speaker,speaker_party,topic,codes,quote_snippet,full_text,summary
AV00001,,intervention,15p019.pdf,39,11 de desembre de 2024,401-00008/15,Laia Estrada Cañón,VOX,,,"Sí, li demano la paraula, president, en base a l’article 86, punt 3.","Sí, li demano la paraula, president, en base a l’article 86, punt 3.",Intervenció (AC/VOX) al debat.
AV00002,,intervention,15p019.pdf,39,11 de desembre de 2024,401-00008/15,Laia Estrada Cañón,VOX,,,"Gràcies. Bé, doncs, el president Illa ha assegurat que és falsa, la nostra afirmació,  quan hem titllat el ministre Grande-Marlaska d’encobridor de tortures, i ens reafir­ mem. El Tribunal Europeu de Drets Humans, el Tribunal d’Estrasburg, ha condem­ nat fins a deu vegades l’Estat espanyol per no investigar denúncies de tortures. En  set d’aquestes deu ocasions, el jutge instructor és l’actual ministre Grande-Marlask","Gràcies. Bé, doncs, el president Illa ha assegurat que és falsa, la nostra afirmació, 
quan hem titllat el ministre Grande-Marlaska d’encobridor de tortures, i ens reafir­
mem. El Tribunal Europeu de Drets Humans, el Tribunal d’Estrasburg, ha condem­
nat fins a deu vegades l’Estat espanyol per no investigar denúncies de tortures. En 
set d’aquestes deu ocasions, el jutge instructor és l’actual ministre Grande-Marlaska. 
Per tant, ens reafirmem. Aquest senyor és un encobridor de tortures. I sí, a l’Estat es­
panyol es tortura i s’ha assassinat en la flamant democràcia.",Intervenció (AC/VOX) al debat.
AV00003,AV00002,reply,15p019.pdf,40,31 de desembre de 2023,237-00001/15,Jordi Munell i Garcia,,Seguretat,SEC5_ocupacions;REB1_reprovació-moral/estigmatització,"Gràcies, president. Bon dia, conselleres, consellers, diputades, diputats. Bé, en  aquest cas, de forma semestral es dona compte de l’estat de compliment de l’execu­ ció del pressupost del Parlament.  En aquest cas, l’informe de 31 de juliol del 2023 s’hauria d’haver passat en el pe­ ríode en què el Parlament es va dissoldre. I, per tant, ara ja tenim el tancament de  l’exercici 2023 sencer. I, per tant, el que farem","Gràcies, president. Bon dia, conselleres, consellers, diputades, diputats. Bé, en 
aquest cas, de forma semestral es dona compte de l’estat de compliment de l’execu­
ció del pressupost del Parlament. 
En aquest cas, l’informe de 31 de juliol del 2023 s’hauria d’haver passat en el pe­
ríode en què el Parlament es va dissoldre. I, per tant, ara ja tenim el tancament de 
l’exercici 2023 sencer. I, per tant, el que farem és donar compte del tancament 
de l’exercici sencer del 2023, perquè no té sentit explicar l’informe parcial si ja te­
nim l’informe definitiu.
En aquest cas, pel que fa a l’any 23... També esmentar que jo intervinc en nom 
dels tres diputats interventors: la senyora Ivana Martínez i el senyor Jordi Albert. 
I també agrair a tot l’equip de l’Oïdoria de Comptes del Parlament la tasca que fan 

DSPC-P 19
11 de desembre de 2024
Sessió 14.1 
41 
de seguiment i control del pressupost i dels informes que ens preparen i que després 
són sotmesos, com saben, a la Mesa Ampliada.
En aquest cas, pel que fa al pressupost 23, dir que es va aprovar un pressupost per 
import de 66.956.190 euros i que al llarg de l’any 23 va haver-hi una petita ampliació 
d’una partida, en aquest cas una partida del capítol VIII; variació d’actius financers 
per import de 7.283 euros. Això era una aplicació pressupostària que es diu «con­
cessió de préstecs i bestretes al personal a llarg termini». I, per tant, el pressupost 
definitiu a 31 de desembre es va veure incrementat amb aquesta partida, i suma, per 
tant, 66.963.473,71 euros.
Al llarg de l’exercici 23 es van fer també dues modificacions internes, però eren 
per canvi d’imports de partides del mateix capítol i, per tant, no modifiquen substan­
cialment el pressupost total. I, en qualsevol cas, aquestes modificacions van ser tam­
bé aprovades preceptivament per la Mesa del Parlament.
Pel que fa al tancament a 31 de desembre, el pressupost s’ha executat en un 92,28 
per cent –això és superior a anys anteriors. I, per capítols, pel que fa a la remunera­
ció del personal, amb un 94,78 per cent, el capítol II, de «Béns i serveis», amb un 
80,38 per cent; capítol IV, «Transferències corrents», amb un 99,52 per cent; el capí­
tol VI, d’«Inversions reals», amb un 71,95 per cent, i el capítol VIII, «Variació d’ac­
tius», amb un 99,78 per cent.
A final d’any s’havia pagat el 98,45 per cent de la despesa prevista, i faltaven, 
pendents de pagar, uns 955.794 euros.
El període mitjà de pagament es situa al voltant dels sis dies, quatre dies pel que 
fa al capítol VI, i sis dies també per al capítol II i VI.
I al final de l’any els romanents de crèdit que han quedat, és a dir, despeses que 
no s’han pogut executar i que, per tant, es demana que s’incorporin com a romanent 
en el següent pressupost són per import de 5.168.624 euros. Bàsicament són partides 
degut a places dotades i que no s’han ocupat o no s’han ocupat totalment; factures 
pendents d’arribar, que arribaran més tard; expedients adjudicats amb una despesa 
que després es fan per menor import; previsions de despesa que en la licitació també 
és menor, etcètera, etcètera.
Per tant, en definitiva, es sotmet a aprovació aquest romanent que s’incorpora a 
exercicis posteriors de 5.168.624,78 euros.
Gràcies.
(Aplaudiments.)",Rèplica al torn (contestació immediata o menció al grup/orador).
AV00004,AV00002,reply,15p019.pdf,42,11 de desembre de 2024,,Andrés Bello Sanz,,,,"Gracias, presidente. Buenos días a todos. Bien cada vez más catalanes tienen di­ ficultades para llegar a fin de mes y sus políticos siguen gastando dinero sin control:  este Parlamento gastó el año pasado 62 millones de euros. Desde VOX consideramos que la construcción del estado de las autonomías ha  sido un gran error que ha generado desunión entre los españoles, un enorme gasto  político y productivo, mayor buroc","Gracias, presidente. Buenos días a todos. Bien cada vez más catalanes tienen di­
ficultades para llegar a fin de mes y sus políticos siguen gastando dinero sin control: 
este Parlamento gastó el año pasado 62 millones de euros.
Desde VOX consideramos que la construcción del estado de las autonomías ha 
sido un gran error que ha generado desunión entre los españoles, un enorme gasto 
político y productivo, mayor burocracia y un empeoramiento de los servicios públi­
cos. Y las recientes inundaciones de Valencia han sido un claro ejemplo de la ino­
perancia del Estado y del descontrol que supone tener tantas administraciones. Las 
competencias están distribuidas entre tantas administraciones públicas que cuando 
hay un problema de verdad nadie es responsable y nadie toma el mando para solu­
cionarlo.
Sabemos que solucionar este problema no es sencillo y llevará tiempo; por eso 
desde VOX proponemos soluciones concretas temporales. En su momento, propusi­
mos la disminución del cincuenta por ciento de la asignación económica a los gru­
pos parlamentarios, que no fue aprobada por ustedes. Y ahora, pues, desde VOX 
queremos saber si se gasta dinero público para que nuestros políticos viajen al ex­
tranjero, porque desde VOX creemos que no es esa la función de un parlamento re­
gional. Por eso hemos preguntado quiénes, con qué objeto y cuánto dinero nos han 

DSPC-P 19
11 de desembre de 2024
Sessió 14.1 
43 
costado a los contribuyentes los viajes de los diputados al extranjero, y especialmen­
te si se han pagado con dinero público viajes para visitar al expresidente fugado de 
la justicia.
Por todo lo dicho, desde VOX votaremos que no.
Muchas gracias.",Rèplica al torn (contestació immediata o menció al grup/orador).
AV00005,AV00002,reply,15p019.pdf,43,11 de desembre de 2024,,Susanna Segovia Sánchez,,,REB3_gestió/mesures,"Sí; gràcies, president. Nosaltres voldríem començar la intervenció donant les grà­ cies a tot l’equip i a tot el personal del Parlament, també a tot l’equip de l’auditoria  per l’informe presentat i l’execució de la despesa. Volem anunciar que nosaltres ens abstindrem. Fa temps que estem dient que el  pressupost i l’execució de la despesa del Parlament han de donar resposta a la deman­ da que hi ha de que totes les d","Sí; gràcies, president. Nosaltres voldríem començar la intervenció donant les grà­
cies a tot l’equip i a tot el personal del Parlament, també a tot l’equip de l’auditoria 
per l’informe presentat i l’execució de la despesa.
Volem anunciar que nosaltres ens abstindrem. Fa temps que estem dient que el 
pressupost i l’execució de la despesa del Parlament han de donar resposta a la deman­
da que hi ha de que totes les dietes que cobrem com a diputats i diputades passin a ser 
part del nostre sou i, per tant, tributin com a tal, sense que això suposi una despesa 
extra per al Parlament, un augment de la partida dels sous de diputats i diputades.
I voldria aprofitar també per recordar que tots els grups parlamentaris, si volen, 
poden renunciar a l’assignació que reben com a grups. I que el que sí que no s’entén 
gaire és que des de l’assignació que reben els grups parlamentaris es paguin despeses 
de l’associació de famílies de l’escola, es paguin despeses de perruqueria o es paguin 
els sous dels coordinadors del seu partit a Cantàbria, com ha fet el grup de VOX.
Gràcies.",Rèplica al torn (contestació immediata o menció al grup/orador).
AV00006,AV00002,reply,15p019.pdf,50,11 de desembre de 2024,,Rafael Villafranca Mercé,,Immigració,IM7_mena/menors-no-acompanyats,"ògiques de l’Agenda 30 i se reitera novament amb les terminologies tal  com «desenvolupament sostenible», «canvi climàtic» o «transició ecològica». Envers les esmenes presentades per diferents formacions, no sorprèn l’esmena  presentada per l’esquerra radical, en la qual preveu simplement que ells siguin els  únics beneficiaris dels titulars de les seves explotacions agràries en la zona 1 i zona  2 del pla d’emergènc","Sí. Hola, molt bon dia. President, consellers, diputats, membres de les diferents 
associacions agràries i ramaderes, agricultors, ramaders.

DSPC-P 19
11 de desembre de 2024
Sessió 14.1 
51 
Bé, la primera qüestió envers la proposició de llei per a la creació del fons agrari 
i ramader és allò relatiu a la utilització d’aquesta llei mitjançant l’aprovació del pro­
cediment de lectura única. Hem de dir: on es troba la raó d’urgència per aprovar-la 
mitjançant aquest procediment? On es troba la necessitat o la imperiosa celeritat 
de fer aquesta proposta per lectura única? Ja sabem que això prové dels socialistes 
i vostès, els socialistes –només cal veure el Govern de la nació, el Govern d’Espa­
nya–, són aficionats a utilitzar de forma abusiva el decret llei al·legant raons d’urgèn­
cia i extraordinària necessitat. En aquest cas, la proposició de llei en lectura única, 
prescindint així de la fase d’estudi i debat pròpia de les iniciatives legislatives per la 
comissió corresponent i eliminant el procés de la correcta formació de la voluntat 
democràtica, és poc exemplificativa per part del correcte funcionament de les nos­
tres institucions. Per aquest motiu i d’altres, ja nosaltres en vam fer menció al darrer 
Ple, vam votar en contra de l’aprovació per aquest mètode de lectura única d’aquesta 
proposició de llei envers altres qüestions de caire ideològic a les que farem també 
referència.
Per altra banda, amb relació al fons i contingut de la llei, cal dir, en primer lloc, 
que VOX sempre ha assolit el compromís especial de defensa dels interessos dels 
agricultors, la ramaderia, la pesca i tot el sector agroalimentari en general. Perquè 
som ben conscients de que tot això va en benefici del sector primari. Ara bé, no a 
qualsevol preu, ja que no participarem en propostes de contingut ideològic ni fana­
tisme climàtic. Envers la proposició de llei del fons agrari i ramader és cert, pels 
agricultors i pels ramaders, que presenten qüestions que hem de dir que sobre el pa­
per són molt lloables: l’aportació de diners per a un sector necessitat de protecció, 
recolzament i ajut com és l’agricultura i la ramaderia. Per això, aquest ajut implicarà 
un finançament addicional per a les explotacions agrícoles i ramaderes, amb una in­
jecció econòmica de més de 30 milions d’euros anuals que s’obtindran del vint per 
cent o, segons el resultat d’aquestes esmenes que s’han d’aprovar, del trenta per cent 
dels ingressos procedents de les activitats de producció, emmagatzemament i trans­
formació de l’energia nuclear. Per tant, tot això que suposi recolzar el nostre sector 
agrícola i ramader i de garantir la viabilitat del sector, evidentment, sigui benvingut. 
Com també sigui benvinguda tota aquesta política que permeti garantir la nostra so­
birania alimentària espanyola. 
Perquè, com ja vam dir en darreres intervencions, en som molt conscients, dels 
greus problemes que afecten el camp. Problemes que arrosseguem legislatura dar­
rere legislatura, alguns ja amb caràcter recurrent, i que denoten la falta de voluntat 
política, la desídia i –per què no dir-ho– cert grau d’incompetència dels successius 
governs de la Generalitat. I en tenim força exemples, d’aquesta desídia i inacció, 
com són, per exemple, la manca d’inversió en tema de regadiu, la gestió ineficaç que 
es va fer de la sequera, l’excessiva burocratització administrativa, la necessitat d’una 
reforma integral de l’assegurança per tal de reduir costos i, a la vegada, també millo­
rar les cobertures, les dificultats que es troben els joves agricultors per tal d’accedir 
a explotacions agràries i ramaderes, la manca de relleu generacional, així com tam­
bé el problema de l’envelliment de la població, la manca d’inversions en tema d’in­
fraestructures i serveis bàsics per garantir i per protegir els municipis rurals; i així 
tenim un llarg etcètera. 
I com no, una qüestió molt greu que s’ha parlat aquí i nosaltres també, que som 
uns dels pioners que hem anat sempre criticant, que és l’Agenda 2030, el pacto ver­
de europeo i la política agrària comunitària que tant de mal està fent últimament 
als agricultors i ramaders com a sector primari i essencial, fonamental, entenem, 
la seva protecció. (Alguns aplaudiments.) Així, hem de destacar l’incompliment del 
principi de preferència comunitària dels nostres productes com a conseqüència dels 
acords comercials que la Unió Europea ha tingut amb grans corporacions alimentà­
ries, amb fons d’inversió, els quals contracten en tercers països no comunitaris com 
el Marroc, com Turquia o el Vietnam, adquirint productes més barats en els seus 

DSPC-P 19
11 de desembre de 2024
Sessió 14.1 
52
costos de producció i amb menys requisits ambientals i fitosanitaris. Això genera, 
evidentment, una competència deslleial que pateixen els nostres agricultors i rama­
ders per la qual no podem competir amb aquestos tercers països. 
I una darrera mostra ha estat la notícia publicada recentment, aquesta mateixa 
setmana, en la premsa, que són els acords de la Unió Europea amb Mercosur, amb 
països com són el Brasil, l’Argentina, l’Uruguai i el Paraguai, que suposa l’adquisi­
ció de productes d’aquestos països no comunitaris amb uns costos, amb uns preus 
que estan inclús molt per sota dels nostres preus de producció. Amb la qual cosa, 
evidentment, això ja suposa la impossibilitat de competir, una clara competència 
deslleial i, a més, la clara manifestació de que no s’estan complint les normatives 
comunitàries, per la qual cosa, per aquesta raó, està clar que milers d’explotacions, 
no solament a Catalunya i a la resta d’Espanya, sinó també a tot Europa, estan abo­
cades a la desaparició com continuem celebrant convenis o acords privats amb grans 
corporacions alimentàries o fons d’inversió que l’únic que estan fent és incomplir 
l’acord o el principi de preferència comunitària dels nostres productes. Malaurada­
ment, també hem de dir que aquesta proposició de llei incorpora, a més, les impo­
sicions ideològiques de l’Agenda 30 i se reitera novament amb les terminologies tal 
com «desenvolupament sostenible», «canvi climàtic» o «transició ecològica».
Envers les esmenes presentades per diferents formacions, no sorprèn l’esmena 
presentada per l’esquerra radical, en la qual preveu simplement que ells siguin els 
únics beneficiaris dels titulars de les seves explotacions agràries en la zona 1 i zona 
2 del pla d’emergència nuclear d’Ascó i Vandellòs. Rebutgem també aquestes esme­
nes presentades per Esquerra Republicana i Junts, que lo que pretenen és crear dife­
rents òrgans consultius que no són més que «xiringuitos», quan ja tenim los nostres 
propis òrgans que poden gestionar tot això o la Taula Agrària. Les altres esmenes 
són d’interès perquè, evidentment, tot lo que sigui millorar la participació, el percen­
tatge del camp en aportacions i increments del vint al trenta per cent les considerem 
molt viables. I vull detenir-me també en l’esmena que en el seu moment va presentar 
Esquerra Republicana, i que no ho va fer en el seu moment, quan ja estava gover­
nant, eh?, una esmena en la qual pretén també que part d’aquestos fons es destinin 
a la successió i a la cessió de..., per tal de garantir la continuïtat d’aquestes explota­
cions per part del jovent.
Per finalitzar, en VOX hem de manifestar que estem a favor de totes aquestes me­
sures que impliquen la protecció de la natura i el medi ambient; o sigui, tot lo que si­
gui protegir els elements bàsics de la natura, és a dir, la terra, l’aire i l’aigua, i que res­
pongui a criteris científics, hi estem a favor.
Ara bé, rebutjarem tot allò que se trobi fora d’aquestos criteris científics, que no 
és més que pura ideologia, i rebutjarem, per tant, tot això que prioritzi els valors am­
bientals davant els valors purament agraris i oblidi que producció i medi ambient 
han de caminar agafats de la mà i no confrontats.
Moltes gràcies.",Rèplica al torn (contestació immediata o menció al grup/orador).
AV00007,,intervention,15p019.pdf,92,11 de desembre de 2024,,Laia Estrada Cañón,VOX,,,"Gràcies, president. Tothom sap què és el Hard Rock. Hard Rock és un projecte  pensat bàsicament per defensar els interessos dels lobbys econòmics, concretament  de «la Caixa». És un projecte al servei de culminar el seu «pilotasso» urbanístic de  requalificar més els terrenys i, per tant, vendre els seus apartaments a un preu més  elevat. I és un projecte que atempta contra la salut pública, perquè promou la ludo­ pa","Gràcies, president. Tothom sap què és el Hard Rock. Hard Rock és un projecte 
pensat bàsicament per defensar els interessos dels lobbys econòmics, concretament 
de «la Caixa». És un projecte al servei de culminar el seu «pilotasso» urbanístic de 
requalificar més els terrenys i, per tant, vendre els seus apartaments a un preu més 
elevat. I és un projecte que atempta contra la salut pública, perquè promou la ludo­
patia. És un projecte que està basat en la precarietat laboral, perquè és un projecte, 
doncs, això, de turistificació massiva de les nostres comarques. I, a més a més, és 
un projecte que trinxa el territori i que és altament consumidor de recursos hídrics.
Quan es diu: «Ah, és que la població de Tarragona ha estat enganyada, és que els 
tarragonins...» Què passa? Els tarragonins i tarragonines no volem el Hard Rock. La 
gent del Camp de Tarragona no volem el Hard Rock. L’única gent que vol el Hard 
Rock són les elits i aquells que els hi rendeixen vassallatge.
I els hi dic una dada: el 52,2 per cent dels catalans estan gens o molt poc d’acord 
amb el Hard Rock. Només un 16,1 per cent hi està totalment a favor. Si parlem de vo­
tants de partits concrets. De Junts per Catalunya, el 22,8 per cent. Només el 22,8 per 
cent es declara totalment a favor del Hard Rock; tenen un 50,1 per cent de votants en 
contra d’aquest projecte. El Partit Popular: un 30,7 per cent de votants que està total­
ment en contra del Hard Rock. VOX: 28,6 per cent en contra del Hard Rock. Per què 
diuen que estem a favor del Hard Rock? Per què diuen... D’on treuen aquestes dades? 
De que l’elit –de que l’elit– està a favor de rentar-li la cara a «la Caixa»? Sí, ja, com 
sempre. 
I els hi dic una cosa: de fet, la gent del Camp, i diria que també la gent de les Ter­
res de l’Ebre, n’estem fartes. Fartes del turisme de sol i platja que s’ha perpetuat mal­
grat que es va instaurar amb el franquisme. Estem fartes de nuclears. Estem fartes de 
petroquímica, que no es controli la qualitat de l’aire que respirem. Estem fartes que 
només allà es concentrin la gran majoria de macroprojectes eòlics i fotovoltaics. I, en 
definitiva, estem fartes de ser l’abocador dels Països Catalans. D’això, n’estem fartes, 
la gent del Camp de Tarragona i m’atreviria a dir que també la gent de les Terres de 
l’Ebre.
I avui, per tot això, nosaltres celebrem el punt on estem –ho celebrem. Però, 
home, no negarem certa estupefacció per les contradiccions en les polítiques de la 
legislatura passada. Parlem de la negativa d’Esquerra Republicana a finiquitar de 
forma proactiva aquest projecte, malgrat que ara, en la seva proposta, recullen tots 
els arguments que els hi posàvem sobre la taula. Parlem de 150.000 euros públics 
destinats a aconseguir l’aprovació d’aquest macroprojecte, amb contractes que l’In­
casòl va signar entre el 2021 i el 2022 amb nou empreses per tirar endavant la modi­
ficació del PDU del CRT.
Per tant, diputada Sanz, amb tota l’estima i respecte que sap que li tinc, no és cert 
que no s’hagi gastat ni un euro públic en això. De moment, tenim aquests diners, 
que ja està claríssim que es van destinar a intentar tirar endavant el Hard Rock.
Els pressupostos del 2022 d’Esquerra Republicana i Junts per Catalunya, apro­
vats amb l’abstenció dels Comuns, amb una partida de 120 milions d’euros que ha­
via de servir per a la compravenda dels terrenys. Els pressupostos del 2023, aprovats 
per Esquerra Republicana, PSC i Comuns, amb el compromís d’aprovar el PDU, el 
pla director urbanístic, durant el primer semestre del 2023. I després tenim el Go­
vern d’Esquerra Republicana renovant el compromís amb Hard Rock trenta minuts 
abans de l’acord de pressupostos amb el PSC, amb els fallits pressupostos del 2024. 
I a tot això, hi hem d’afegir que en dues ocasions Esquerra Republicana, igual 
que el PSC i tota la dreta, van votar en contra d’eliminar aquesta rebaixa fiscal per 
als casinos. La CUP els hi vam posar sobre la taula en dues mocions; en dues mo­
cions els hi vam posar sobre la taula la proposta d’eliminar aquesta rebaixa fiscal i 
ens vam quedar soles, juntament amb els companys i companyes dels Comuns, vo­
tant-hi a favor.

DSPC-P 19
11 de desembre de 2024
Sessió 14.1 
93 
Naltros no en tenim cap dubte: si avui som on som, és gràcies a la pressió, al 
treball, a l’esforç de la mobilització social promoguda per entitats de defensa del 
territori, com Aturem Hard Rock o com el GEPEC, gràcies als quals –s’ha dit, i ho 
reitero– avui el PDU encara no s’ha aprovat perquè van ser qui van interposar un re­
curs que va permetre que el TSJ anul·lés part d’aquell pla director urbanístic, davant 
d’una evidència, que és el risc químic. 
Naltros, a més a més, celebrem el punt on som, però remarquem que amb això 
pensem que no n’hi ha prou. No volem treure ni mèrit ni importància al que aprova­
rem entre avui i el Ple vinent, quan es votin les esmenes. Però vostès saben que no és 
suficient, i ens fem nostres les paraules dels companys i companyes de la Plataforma 
Aturem Hard Rock: cal revocar la llicència –cal revocar la llicència de casino– i cal 
descartar, d’una vegada per totes, el pla director urbanístic, una qüestió que vostès, 
companys i companyes dels Comuns, reclamaven en la negociació pressupostària 
amb Esquerra Republicana, però que després això ho han deixat aparcat i s’han li­
mitat a reivindicar, a reclamar l’eliminació d’aquests privilegis fiscals, que compar­
tim, però pensem que no és suficient.
Quan parlem de revocar la llicència, si us plau, demanem rigor: que algú ens en­
senyi un document en el qual hi hagi una sola clàusula o referència a l’obligatorie­
tat de l’Administració pública de pagar una indemnització, perquè naltros no l’hem 
trobat. Senyors, si vostès la troben, facin-la pública, perquè naltros no l’hem trobat. 
A part, aquella llicència, vostès saben que la CUP la vam portar davant d’Antifrau, 
perquè hi ha qüestions que ens grinyolen moltíssim i que podríem considerar fins i 
tot falsedat documental. 
I, per últim, quan parlem de la revocació de la llicència, volem recordar que és 
una qüestió de voluntat política. Si trenta segons, o trenta minuts abans d’acordar, 
d’arribar a l’acord pressupostari amb el PSC, van poder renovar aquell acord per re­
activar la compra dels terrenys per part de l’Incasòl, hi pot haver un acord polític, un 
acord de govern que digui que revoca aquella llicència. 
I ara sí, acabem. Cal descartar definitivament també el pla director urbanístic. 
Aquí, a casa nostra, en comptes de donar prioritat a la llei de territori i urbanisme, 
s’ha estat operant en base a plans directors urbanístics que l’únic que fan és desvir­
tuar el planejament territorial i, sobretot, el que es fa és seguir els dictats d’aquests 
lobbys econòmics que el que volen és posar el territori, el país, al seu servei. 
Gràcies.",Intervenció (AC/VOX) al debat.
AV00008,AV00007,reply,15p019.pdf,93,11 de desembre de 2024,,Sílvia Orriols Serra,,Seguretat,SEC1_crim-organitzat/narcotràfic,"estat, els qui percebem aquesta terra com la propietat priva­ da dels catalans, com el llegat que deixarem als nostres fills, ens hi oposem frontal­ ment. L’addicció al joc, la ruïna econòmica, l’impacte emocional i a nivell de salut  mental que aquesta dependència i aquesta descapitalització sobtada provoquen, les  màfies que proliferen al voltant d’aquest tipus de negoci no són temptacions ni situa­ cions que vulgu","Els qui tenen una visió petita de Catalunya, els qui la perceben com un solar en 
venda o com una mina d’or per explotar, validaran a ulls clucs projectes com el casi­
no Hard Rock o bé es limitaran a fixar a l’alça els tipus impositius per recaptar una 
mica més i poder bastir noves guinguetes a on recol·locar afiliats i excàrrecs. 
Els qui tenim visió d’estat, els qui percebem aquesta terra com la propietat priva­
da dels catalans, com el llegat que deixarem als nostres fills, ens hi oposem frontal­
ment. L’addicció al joc, la ruïna econòmica, l’impacte emocional i a nivell de salut 
mental que aquesta dependència i aquesta descapitalització sobtada provoquen, les 
màfies que proliferen al voltant d’aquest tipus de negoci no són temptacions ni situa­
cions que vulguem a prop dels catalans. 
No volem acabar com els natius americans, en reserves i gestionant casinos. Vo­
lem recuperar el domini de la nostra terra i apostar no a la ruleta, sinó a un model 
econòmic basat en la reindustrialització del país. Volem salaris alts i feines estables, 
i projectes com aquest només poden oferir-nos temporalitat i precarització. 

DSPC-P 19
11 de desembre de 2024
Sessió 14.1 
94
M’agradaria que ningú interpretés aquests mots com un atac o un menyspreu al 
turisme. El dotze per cent del producte interior brut d’aquest país correspon al turis­
me. No podem renunciar, evidentment, a aquest sector, però sí que podem reformu­
lar-lo. 
La immensa majoria de turistes visiten Barcelona, la Costa Brava, la Costa Dau­
rada, i se’n tornen cap a casa sense haver vist ni trepitjat els racons i amagatalls de 
l’interior de Catalunya. Tenim tanta varietat de paisatges, tant patrimoni cultural, 
artístic, històric, arquitectònic! Reactivem totes aquestes zones! Promocionem-les! 
Descongestionem Barcelona! Oferim als turistes el país sencer, no els bocins esbar­
riats que ofertem ara! 
Malgrat aquestes consideracions, votarem en contra de la tramitació per lectura 
única, perquè creiem en el debat i volem que tothom pugui dir-hi la seva. 
I ja per acabar, deixin-me que els digui que aquestes propostes d’Esquerra i dels 
Comuns semblen encarades no a rebutjar el projecte en si, sinó a treure’n el màxim 
benefici fiscal, sense pensar en les conseqüències reals que la seva execució compor­
taria. 
Aquest casino era una línia vermella, oi? No deixin que el cent cinquanta-cinquè 
president la traspassi. I si ho fa, aboquin-lo a noves eleccions. O els fa por perdre en­
cara més llençols a la propera bugada?",Rèplica al torn (contestació immediata o menció al grup/orador).
